KG,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
82,17,17,16,15,14,13,12,11,10,10,9,8,8,7,7,7,6,6,6,6,5,5,5,5,5,5,0,0,0,0,0
83,17,17,16,15,14,13,12,11,10,10,9,8,8,7,7,7,6,6,6,6,5,5,5,5,5,5,0,0,0,0,0
84,18,18,16,16,15,14,13,12,11,11,10,9,9,8,7,7,7,7,6,6,6,5,5,5,5,5,5,5,0,0,0
85,18,18,16,16,15,14,13,12,11,11,10,9,9,8,7,7,7,7,6,6,6,5,5,5,5,5,5,5,0,0,0
86,18,18,16,16,15,14,13,12,11,11,10,9,9,8,7,7,7,7,6,6,6,5,5,5,5,5,5,5,0,0,0
87,18,18,16,16,15,14,13,12,11,11,10,9,9,8,7,7,7,7,6,6,6,5,5,5,5,5,5,5,0,0,0
88,18,18,16,16,15,14,13,12,11,11,10,9,9,8,7,7,7,7,6,6,6,5,5,5,5,5,5,5,0,0,0
89,18,18,16,16,15,14,13,12,11,11,10,9,9,8,7,7,7,7,6,6,6,5,5,5,5,5,5,5,0,0,0
90,0,19,18,17,16,15,14,13,12,11,10,9,9,8,8,8,8,7,7,7,7,6,6,6,6,5,5,5,5,5,5
91,0,19,18,17,16,15,14,13,12,11,10,9,9,8,8,8,8,7,7,7,7,6,6,6,6,5,5,5,5,5,5
92,0,19,18,17,16,15,14,13,12,11,10,9,9,8,8,8,8,7,7,7,7,6,6,6,6,5,5,5,5,5,5
93,0,19,18,17,16,15,14,13,12,11,10,9,9,8,8,8,8,7,7,7,7,6,6,6,6,5,5,5,5,5,5
94,0,19,18,17,16,15,14,13,12,11,10,9,9,8,8,8,8,7,7,7,7,6,6,6,6,5,5,5,5,5,5
95,0,0,19,18,17,16,14,13,12,12,11,10,10,9,9,8,8,8,7,7,7,6,6,6,6,6,6,5,5,5,5
96,0,0,19,18,17,16,14,13,12,12,11,10,10,9,9,8,8,8,7,7,7,6,6,6,6,6,6,5,5,5,5
97,0,0,19,18,17,16,14,13,12,12,11,10,10,9,9,8,8,8,7,7,7,6,6,6,6,6,6,5,5,5,5
98,0,0,19,18,17,16,14,13,12,12,11,10,10,9,9,8,8,8,7,7,7,6,6,6,6,6,6,5,5,5,5
99,0,0,19,18,17,16,14,13,12,12,11,10,10,9,9,8,8,8,7,7,7,6,6,6,6,6,6,5,5,5,5
100,0,0,0,19,18,17,16,15,14,13,12,11,10,9,9,9,9,8,8,8,7,7,7,6,6,6,6,6,6,5,5
